Component Name,Original Filename,Area,Mass Info,Sample Name
Glutamate 146/128,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min8 | Sample Number = 140,2710000,146.0 / 128.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min8 | Sample Number = 140
Glutamate 147/129,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min9 | Sample Number = 161,94200,147.0 / 129.0,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min9 | Sample Number = 161
Glutamate 147/129,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min11 | Sample Number = 174,113000,147.0 / 129.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min11 | Sample Number = 174
Glutamate 147/129,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min10 | Sample Number = 166,89100,147.0 / 129.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min10 | Sample Number = 166
Glutamate 147/129,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min10 | Sample Number = 169,119000,147.0 / 129.0,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min10 | Sample Number = 169
Glutamate 147/129,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min11 | Sample Number = 175,88700,147.0 / 129.0,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min11 | Sample Number = 175
Glutamate 147/129,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min9 | Sample Number = 160,91600,147.0 / 129.0,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min9 | Sample Number = 160
Glutamate 147/129,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min8 | Sample Number = 151,97700,147.0 / 129.0,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min8 | Sample Number = 151
Glutamate 147/129,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min7 | Sample Number = 142,99800,147.0 / 129.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min7 | Sample Number = 142
Glutamate 147/129,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min11 | Sample Number = 177,93900,147.0 / 129.0,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min11 | Sample Number = 177
Glutamate 147/129,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min8 | Sample Number = 152,73200,147.0 / 129.0,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min8 | Sample Number = 152
Glutamate 147/129,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min9 | Sample Number = 158,94100,147.0 / 129.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min9 | Sample Number = 158
Glutamate 147/129,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min8 | Sample Number = 153,88000,147.0 / 129.0,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min8 | Sample Number = 153
Glutamate 147/129,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min8 | Sample Number = 150,86300,147.0 / 129.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min8 | Sample Number = 150
Glutamate 147/129,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min20 | Sample Number = 274,0,147.0 / 129.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min20 | Sample Number = 274
Glutamate 147/129,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min21 | Sample Number = 282,0,147.0 / 129.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min21 | Sample Number = 282
Glutamate 147/129,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min22 | Sample Number = 290,0,147.0 / 129.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min22 | Sample Number = 290
Glutamate 147/129,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min23 | Sample Number = 298,0,147.0 / 129.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min23 | Sample Number = 298
Glutamate 147/129,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min24 | Sample Number = 306,0,147.0 / 129.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min24 | Sample Number = 306
Glutamate 147/129,TA13Cglucosewithvaryingglc2Sept13A13CglcG90mincit | Sample Number = 266,0,147.0 / 129.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90mincit | Sample Number = 266
Glutamate 147/129,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min21 | Sample Number = 267,0,147.0 / 129.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min21 | Sample Number = 267
Glutamate 147/129,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min22 | Sample Number = 275,0,147.0 / 129.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min22 | Sample Number = 275
Glutamate 147/129,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min23 | Sample Number = 283,0,147.0 / 129.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min23 | Sample Number = 283
Glutamate 147/129,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min24 | Sample Number = 291,0,147.0 / 129.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min24 | Sample Number = 291
Glutamate 147/129,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min25 | Sample Number = 299,0,147.0 / 129.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min25 | Sample Number = 299
Glutamate 147/129,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min26 | Sample Number = 307,0,147.0 / 129.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min26 | Sample Number = 307
Glutamate 147/129,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min18 | Sample Number = 265,0,147.0 / 129.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min18 | Sample Number = 265
Glutamate 147/129,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min19 | Sample Number = 268,0,147.0 / 129.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min19 | Sample Number = 268
Glutamate 147/129,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min20 | Sample Number = 276,0,147.0 / 129.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min20 | Sample Number = 276
Glutamate 147/129,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min21 | Sample Number = 284,0,147.0 / 129.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min21 | Sample Number = 284
Glutamate 147/129,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min22 | Sample Number = 292,0,147.0 / 129.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min22 | Sample Number = 292
Glutamate 147/129,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min23 | Sample Number = 300,0,147.0 / 129.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min23 | Sample Number = 300
Glutamate 147/129,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min24 | Sample Number = 308,0,147.0 / 129.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min24 | Sample Number = 308
Glutamate 147/129,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min18 | Sample Number = 269,0,147.0 / 129.0,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min18 | Sample Number = 269
Glutamate 147/129,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min19 | Sample Number = 277,0,147.0 / 129.0,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min19 | Sample Number = 277
Glutamate 147/129,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min20 | Sample Number = 285,0,147.0 / 129.0,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min20 | Sample Number = 285
Glutamate 147/129,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min21 | Sample Number = 293,0,147.0 / 129.0,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min21 | Sample Number = 293
Glutamate 147/129,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min22 | Sample Number = 301,0,147.0 / 129.0,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min22 | Sample Number = 301
Glutamate 147/129,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min23 | Sample Number = 309,0,147.0 / 129.0,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min23 | Sample Number = 309
Glutamate 147/129,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min18 | Sample Number = 270,0,147.0 / 129.0,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min18 | Sample Number = 270
Glutamate 147/129,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min19 | Sample Number = 278,0,147.0 / 129.0,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min19 | Sample Number = 278
Glutamate 147/129,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min20 | Sample Number = 286,0,147.0 / 129.0,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min20 | Sample Number = 286
Glutamate 147/129,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min21 | Sample Number = 294,0,147.0 / 129.0,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min21 | Sample Number = 294
Glutamate 147/129,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min22 | Sample Number = 302,0,147.0 / 129.0,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min22 | Sample Number = 302
Glutamate 147/129,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min23 | Sample Number = 310,0,147.0 / 129.0,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min23 | Sample Number = 310
Glutamate 147/129,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min18 | Sample Number = 271,0,147.0 / 129.0,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min18 | Sample Number = 271
Glutamate 147/129,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min19 | Sample Number = 279,0,147.0 / 129.0,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min19 | Sample Number = 279
Glutamate 147/129,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min20 | Sample Number = 287,0,147.0 / 129.0,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min20 | Sample Number = 287
Glutamate 147/129,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min21 | Sample Number = 295,0,147.0 / 129.0,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min21 | Sample Number = 295
Glutamate 147/129,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min22 | Sample Number = 303,0,147.0 / 129.0,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min22 | Sample Number = 303
Glutamate 147/129,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min23 | Sample Number = 311,0,147.0 / 129.0,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min23 | Sample Number = 311
Glutamate 147/129,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min18 | Sample Number = 272,0,147.0 / 129.0,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min18 | Sample Number = 272
Glutamate 147/129,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min19 | Sample Number = 280,0,147.0 / 129.0,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min19 | Sample Number = 280
Glutamate 147/129,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min20 | Sample Number = 288,0,147.0 / 129.0,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min20 | Sample Number = 288
Glutamate 147/129,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min21 | Sample Number = 296,0,147.0 / 129.0,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min21 | Sample Number = 296
Glutamate 147/129,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min22 | Sample Number = 304,0,147.0 / 129.0,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min22 | Sample Number = 304
Glutamate 147/129,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min23 | Sample Number = 312,0,147.0 / 129.0,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min23 | Sample Number = 312
Glutamate 147/129,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min18 | Sample Number = 273,0,147.0 / 129.0,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min18 | Sample Number = 273
Glutamate 147/129,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min19 | Sample Number = 281,0,147.0 / 129.0,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min19 | Sample Number = 281
Glutamate 147/129,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min20 | Sample Number = 289,0,147.0 / 129.0,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min20 | Sample Number = 289
Glutamate 147/129,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min21 | Sample Number = 297,0,147.0 / 129.0,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min21 | Sample Number = 297
Glutamate 147/129,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min22 | Sample Number = 305,0,147.0 / 129.0,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min22 | Sample Number = 305
Glutamate 147/129,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min23 | Sample Number = 313,0,147.0 / 129.0,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min23 | Sample Number = 313
Glutamate 148/130,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min7 | Sample Number = 146,450000,148.0 / 130.0,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min7 | Sample Number = 146
Glutamate 148/130,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min9 | Sample Number = 162,510000,148.0 / 130.0,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min9 | Sample Number = 162
Glutamate 148/130,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min12 | Sample Number = 183,414000,148.0 / 130.0,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min12 | Sample Number = 183
Glutamate 148/130,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min8 | Sample Number = 154,433000,148.0 / 130.0,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min8 | Sample Number = 154
Glutamate 148/130,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min11 | Sample Number = 178,427000,148.0 / 130.0,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min11 | Sample Number = 178
Glutamate 148/130,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min11 | Sample Number = 176,406000,148.0 / 130.0,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min11 | Sample Number = 176
Glutamate 148/130,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min10 | Sample Number = 170,518000,148.0 / 130.0,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min10 | Sample Number = 170
Glutamate 148/130,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min7 | Sample Number = 143,430000,148.0 / 130.0,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min7 | Sample Number = 143
Glutamate 148/130,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min10 | Sample Number = 168,444000,148.0 / 130.0,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min10 | Sample Number = 168
Glutamate 148/130,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min12 | Sample Number = 186,427000,148.0 / 130.0,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min12 | Sample Number = 186
Glutamate 148/130,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min10 | Sample Number = 169,406000,148.0 / 130.0,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min10 | Sample Number = 169
Glutamate 148/130,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min10 | Sample Number = 167,436000,148.0 / 130.0,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min10 | Sample Number = 167
Glutamate 148/130,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min9 | Sample Number = 159,355000,148.0 / 130.0,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min9 | Sample Number = 159
Glutamate 148/130,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min9 | Sample Number = 161,334000,148.0 / 130.0,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min9 | Sample Number = 161
Glutamate 148/130,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min7 | Sample Number = 145,335000,148.0 / 130.0,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min7 | Sample Number = 145
Glutamate 148/130,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min12 | Sample Number = 185,346000,148.0 / 130.0,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min12 | Sample Number = 185
Glutamate 148/130,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min7 | Sample Number = 144,384000,148.0 / 130.0,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min7 | Sample Number = 144
Glutamate 148/130,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min11 | Sample Number = 175,290000,148.0 / 130.0,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min11 | Sample Number = 175
Glutamate 148/130,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min8 | Sample Number = 151,327000,148.0 / 130.0,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min8 | Sample Number = 151
Glutamate 148/130,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min9 | Sample Number = 160,309000,148.0 / 130.0,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min9 | Sample Number = 160
Glutamate 148/130,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min11 | Sample Number = 177,317000,148.0 / 130.0,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min11 | Sample Number = 177
Glutamate 148/130,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min8 | Sample Number = 153,306000,148.0 / 130.0,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min8 | Sample Number = 153
Glutamate 148/130,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min8 | Sample Number = 152,260000,148.0 / 130.0,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min8 | Sample Number = 152
Glutamate 148/130,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min12 | Sample Number = 184,304000,148.0 / 130.0,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min12 | Sample Number = 184
Glutamate 148/130,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min12 | Sample Number = 182,242000,148.0 / 130.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min12 | Sample Number = 182
Glutamate 148/130,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min11 | Sample Number = 174,213000,148.0 / 130.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min11 | Sample Number = 174
Glutamate 148/130,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min7 | Sample Number = 142,209000,148.0 / 130.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min7 | Sample Number = 142
Glutamate 148/130,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min10 | Sample Number = 166,163000,148.0 / 130.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min10 | Sample Number = 166
Glutamate 148/130,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min8 | Sample Number = 150,189000,148.0 / 130.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min8 | Sample Number = 150
Glutamate 148/130,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min9 | Sample Number = 158,201000,148.0 / 130.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min9 | Sample Number = 158
Glutamate 148/130,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min11 | Sample Number = 157,66700,148.0 / 130.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min11 | Sample Number = 157
Glutamate 148/130,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min9 | Sample Number = 163,69400,148.0 / 130.0,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min9 | Sample Number = 163
Glutamate 148/130,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min10 | Sample Number = 171,85400,148.0 / 130.0,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min10 | Sample Number = 171
Glutamate 148/130,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min7 | Sample Number = 147,72900,148.0 / 130.0,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min7 | Sample Number = 147
Glutamate 148/130,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min11 | Sample Number = 179,62600,148.0 / 130.0,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min11 | Sample Number = 179
Glutamate 148/130,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min13 | Sample Number = 173,69100,148.0 / 130.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min13 | Sample Number = 173
Glutamate 148/130,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min9 | Sample Number = 141,67700,148.0 / 130.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min9 | Sample Number = 141
Glutamate 148/130,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min10 | Sample Number = 149,58800,148.0 / 130.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min10 | Sample Number = 149
Glutamate 148/130,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min8 | Sample Number = 155,53300,148.0 / 130.0,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min8 | Sample Number = 155
Glutamate 148/130,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min12 | Sample Number = 165,62500,148.0 / 130.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min12 | Sample Number = 165
Glutamate 148/130,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min14 | Sample Number = 181,54900,148.0 / 130.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min14 | Sample Number = 181
Glutamate 148/130,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min8 | Sample Number = 140,26300,148.0 / 130.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min8 | Sample Number = 140
Glutamate 148/130,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min11 | Sample Number = 164,21300,148.0 / 130.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min11 | Sample Number = 164
Glutamate 148/130,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min9 | Sample Number = 148,17700,148.0 / 130.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min9 | Sample Number = 148
Glutamate 148/130,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min12 | Sample Number = 172,21300,148.0 / 130.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min12 | Sample Number = 172
Glutamate 148/130,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min10 | Sample Number = 156,15700,148.0 / 130.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min10 | Sample Number = 156
Glutamate 148/130,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min13 | Sample Number = 180,18300,148.0 / 130.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min13 | Sample Number = 180
Glutamate 148/130,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min20 | Sample Number = 274,0,148.0 / 130.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min20 | Sample Number = 274
Glutamate 148/130,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min21 | Sample Number = 282,0,148.0 / 130.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min21 | Sample Number = 282
Glutamate 148/130,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min22 | Sample Number = 290,0,148.0 / 130.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min22 | Sample Number = 290
Glutamate 148/130,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min23 | Sample Number = 298,0,148.0 / 130.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min23 | Sample Number = 298
Glutamate 148/130,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min24 | Sample Number = 306,0,148.0 / 130.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min24 | Sample Number = 306
Glutamate 148/130,TA13Cglucosewithvaryingglc2Sept13A13CglcG90mincit | Sample Number = 266,0,148.0 / 130.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90mincit | Sample Number = 266
Glutamate 148/130,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min21 | Sample Number = 267,0,148.0 / 130.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min21 | Sample Number = 267
Glutamate 148/130,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min22 | Sample Number = 275,0,148.0 / 130.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min22 | Sample Number = 275
Glutamate 148/130,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min23 | Sample Number = 283,0,148.0 / 130.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min23 | Sample Number = 283
